text,Loneliness,Love and Affection,Social Recognition,Self esteem and Belonging,Others,Intensity
東京で行われたイベントに行きたかったが行けなかった,False,,,,,
スーパーで買い物したが商品が痛んでいた。,False,,,,,
息子から帰省の連絡がなかった,True,1.0,,,,WEAK
飼っていた猫が死んでしまったこと。,True,1.0,,,,WEAK
よそったお味噌汁をこぼして悲しい。,False,,,,,
世界ではまだ戦争が続いている,False,,,,,
娘が離婚するかも知れなくなった。,False,,,,,
強い風が吹いて庭先の花が散ってしまって悲しい,False,,,,,
長年使ってきた食器が破損した,False,,,,,
子供が帰省したが帰っていった,True,1.0,,,,WEAK
財布を落としてしまった,False,,,,,
財布を落としてしまった,False,,,,,
楽しみにしている漫画連載が最終回となることを知った時,False,,,,,
実母が脊柱菅狭窄症なんですが、0ヶ月前から症状がよくなっていたが、昨日からまた痛くなって悲しいです。,False,,,,,
生きている意味を見出せない,False,,,,,
ライフステージがかわり、友達が減っていくこと,True,,,1.0,,WEAK
食べようと思っていたケーキが、既に食べられていたこと,False,,,,,
気力が 続かず 気分が落ち込んでいる,False,,,,,
gwどこにも行けなかった,False,,,,,
ロシアとウクライナの戦争で、ロシアが白リンを使った焼夷弾を使用というニュースを見た。,False,,,,,
gwの最終日に一日中雨が降った,False,,,,,
ゴールデンウィークが終わってしまって悲しい。,False,,,,,
かなしいこと、いままでにある嫌がることを妻にやらないようにたのんでいるのにいつまでったっても変わってくれない,True,,1.0,,,WEAK
体の不調が気になるところがあって悲しい,False,,,,,
大切にしていたものに傷をつけてしまった,False,,,,,
子供が部活で怪我をした,False,,,,,
キャリアを積んでこなかった為に、自分の子供位の人間にこき使われている事。,True,,,1.0,,WEAK
ロシアとウクライナの戦争の記事,False,,,,,
親友とお世話になった知人がコロナで亡くなり、喪中はがきが届いた。,True,1.0,,,,WEAK
お仕事の依頼がコロナで減って悲しかった,False,,,,,
ペットのうさぎが思っていたより早く死んだ,True,1.0,,,,WEAK
フリマで買った商品が残念だった,False,,,,,
昨年母が亡くなりとてもショックでした,True,1.0,,,,STRONG
お気に入りのお皿を割った,False,,,,,
どこに行くでもなくgwが終わってしまったこと,False,,,,,
ゴールデンウィークに久しぶりにドライブしたら、警察に止められた,False,,,,,
実家の父がメダカをたくさん育てているので、私も何匹かもらってきました。夏の暑い日のこと、水槽の水が汚れていたのでキレイにし、ピカピカにしてメダカ達も気持ち良さそうだったのですが、まだ水道水のカルキが抜けきっていないのが心配で、買い物に行っている間だけ日光の当たる所にメダカの鉢を出しておきました。しかしその日は記録的な猛暑日。帰宅して目撃したのは水面に程よく茹で上がってシラスのようになったメダカ達。玄関先で膝から崩れ落ち、しばらくそこから動けませんでした。,False,,,,,
人気のスコーンのお店に買いに行ったら売り切れていました。,False,,,,,
ロシアのウクライナ侵攻,False,,,,,
可愛がっていたペットが亡くなったこと,True,1.0,,,,WEAK
お金も無いことからゴールデンウィークに子供達を何処にも連れていってあげれず不甲斐なかった。,False,,,,,
高校時代の友人が心筋梗塞で亡くなったこと,True,1.0,,,,WEAK
ネットオークションで競り負けた,False,,,,,
昔から知っている芸能人の相次ぐ訃報,True,1.0,,,,WEAK
お気に入りのお菓子が販売終了になった,False,,,,,
会社を事実上クビになった。,False,,,,,
飼い犬が、亡くなった。,True,1.0,,,,WEAK
ひどいことを言われ、傷ついた,True,1.0,,,,WEAK
外が暑くて、日課のウォーキングできなくなってきた。,False,,,,,
強風と雨が吹き付けるときに外出しなくてはならず、傘を必死で持っていたら、傘が折れたこと。,False,,,,,
地震のニュースの被害報道,False,,,,,
久しぶりに祖母に会いに行ったら認知症が少し進行していた,True,1.0,,,,WEAK
実家の空き家を売りに出すために親の遺品を整理しているが、生前の思い出が思い起こされて、もういないと思うとが悲しいです。,True,1.0,,,,WEAK
諸般の事情で転勤をさせられた事,True,,1.0,,,WEAK
最近母が認知症と思われる行動を頻発していること。,True,1.0,,,,WEAK
生前中、迷惑ばかりかけていた母親が他界してしまった。何にも親孝行出来なかった。,True,1.0,,,,WEAK
失恋してしまったときや家族を亡くしてしまったとき,True,1.0,,,,WEAK
物価高で生活必需品にまで及び、家計を圧迫している。,False,,,,,
義理の父が亡くなったこと,True,1.0,,,,WEAK
雨で大切なポスターが濡れてしまった,False,,,,,
保険屋が手続きを進めてくれない,False,,,,,
ゴールデンウィークが終わって悲しい,False,,,,,
育てていた家庭菜園の野菜が害虫に食われてしまったこと,False,,,,,
ついこの間、同級生がなくなった,True,1.0,,,,WEAK
これまで親と休日を過ごすことが多かった娘が、最近は彼氏を優先するようになり、外出が増えたことが悲しい。,True,1.0,,,,WEAK
娘がラインに返信してこない,True,1.0,,,,WEAK
母が圧迫骨折して、入院したこと。(しかし、順調にリハビリ回復中❗),False,,,,,
最近ヤフークラウドソーシングのタスクが少なくて悲しい,False,,,,,
孫が発熱してゴールデンウィーク中ずっと療養だった。,False,,,,,
飼い猫が病気で入院してしまったこと。,True,1.0,,,,WEAK
一年かけて減らした体重がたった三か月で元に戻って悲しい,False,,,,,
娘になかなか子どもができず、人工受精したが、うまくいかなかった。,False,,,,,
冤罪で懲戒解雇処分を受けたこと,True,,1.0,,,WEAK
石川県の地震で大きな被害が発生した。,False,,,,,
まいたパキポディウムの種が発芽しなかった,False,,,,,
夕飯のメニューを悩んで考えて、買い物が終わった時に家族に今日はご飯はいらないといれ悲しかった。,False,,,,,
猫がお亡くなりになったこと。,True,1.0,,,,WEAK
知らないところで噂話が広まっていた,True,,1.0,,,WEAK
サヨナラホームランで負けたこと,False,,,,,
知り合いが事故にあった,False,,,,,
猫が急に病気になって入院した,True,1.0,,,,WEAK
パートの面接に受からなかった。,True,,1.0,,,WEAK
毎日ウクライナのニュースを見ると悲しい,False,,,,,
最近、0人兄弟の兄0人が相次いで亡くなり悲しかった。,True,1.0,,,,WEAK
長年可愛がっていたペットが亡くなりました。亡くなり直前まで元気にしていたました。たまたま外出があり帰宅したところ眠るように亡くなっていました。とても懐いてくれ、愛嬌たっぷりでしたので亡くなってしばらくはショックで頭から離れませんでしたし、ふと思い出すと涙が溢れてきました。本当に悲しかったです。,True,1.0,,,,STRONG
仕事帰りに買い物に寄ったが、エコバックを忘れていた。,False,,,,,
オンラインゲームでサービス終了,False,,,,,
祖母がわがままになってきた,True,1.0,,,,WEAK
誤って撮影した画像データを削除した,False,,,,,
友達がコロナにかかり会えなくなった。,True,1.0,,,,WEAK
物を落として携帯電話の画面が割れてしまったこと,False,,,,,
病と戦っていた父が病に敗れたこと,True,1.0,,,,WEAK
他界した両親が自分にかけた金額を知り、やるせなくなった,True,1.0,,,,WEAK
昨年の夏、最愛の母が亡くなって心にポカンと穴があき当分なにもするきがしなかった。最近、少しずつ色んなことを直視できるようになった。,True,1.0,,,,STRONG
イライラして辛くあたる,False,,,,,
妻の母親が亡くなって妻同様に悲しみに暮れている。初めて妻の実家に泊まったときによくもてなしをしていただいたことが忘れられない。0歳で天寿を全うしたと思うが。これで私には親は居なくなってしまった。,True,1.0,,,,STRONG
ネットショッピングで欲しかった物の在庫がなかったこと,False,,,,,
ウクライナで戦争が始まって、息子の留学が中止になった。,False,,,,,
ムツゴロウさんがお亡くなりになった事。,True,1.0,,,,WEAK
飼っていた金魚が死んでしまった。。。,True,1.0,,,,WEAK
とても大きな不安があります。,False,,,,,
昨年一昨年と続いて両親が亡くなった。コロナ禍で面会もできず寂しい思いをさせたと思うと悲しい。,False,,,,,
息子が大学に行かなくなりひきこもり状態になった。,False,,,,,
両親の老いを感じたとき,True,1.0,,,,WEAK
せっかく旅行に行ったのに、人が多すぎて、観光地に行くことをあきらめたことです。,False,,,,,
子供が最近反抗期に差し掛かっている。,False,,,,,
応援している歌手が引退してしまったこと。,True,1.0,,,,WEAK
自分勝手な社会になって悲しい,False,,,,,
治ったと思っていた手荒れが再燃してきてまた痛みを感じはじめたので悲しくなった。,False,,,,,
労働力不足や外貨獲得で外人頼みの日本。,False,,,,,
就活で内定をもらえなかった,True,,1.0,,,WEAK
おじさんが亡くなられました,True,1.0,,,,WEAK
ポイ活でアンケートを逃してしまった,False,,,,,
離婚して、子供とも離れてしまった。,True,1.0,,,,WEAK
好きなものの人気がでなかった,False,,,,,
gwに遠出する旅行ができなかった。,False,,,,,
同じチームのサポーター同士の争い,False,,,,,
政治が何も機能していないから、毎日人身事故が起こっている。それに対して、賠償しろ! 人の迷惑を考えろ!と罵っている人たちがいる。その人がそこまで追い詰められた思いに至らない人たちの言動が悲しい。,False,,,,,
0歳上の子供のころからの先輩で強気一本やりだった人が肺がんで亡くなってしまったこと。,True,1.0,,,,WEAK
結婚相手からなんの連絡もないし、説明もないし、遠距離恋愛で放置されている。私の事を忘れたのではないか?と感じる,True,1.0,,,,WEAK
最近買ったきゅうりの苗が死んでしまった。,False,,,,,
せっかくの休日なのに一日中雨が降ってお出かけできずに悲しかった。,False,,,,,
ペットがしんでしまった。,True,1.0,,,,WEAK
夫と子供のお食事会に参加させてもらえなかった事,True,1.0,,,,WEAK
役職を退き窓際族の気持ちが分かったとき,True,,,1.0,,WEAK
美味しそうだと思って買った食品が美味しくなかったこと,False,,,,,
在庫数0点の欲しかった物が、売り切れてしまったことです。,False,,,,,
他界してしまった父のことを毎日思い出す。もっと親孝行すればよかったと後悔ばかりで悲しい気持ちになる。,True,1.0,,,,STRONG
ゴールデンウイークに孫たちと楽しく過ごしていたが、あっという間に楽しい時間も過ぎて日常に戻ったのが悲しい,True,1.0,,,,WEAK
学生時代からの友人が0年前から精神的に不安定な状況になっていたと知ったこと,False,,,,,
フリマアプリの売り上げが落ちていること,False,,,,,
視力がだいぶ落ちていて悲しかった。,False,,,,,
親しくしてた常連客が引っ越しのため来店出来なくなった,True,1.0,,,,WEAK
gw中に0万円を超える新品スマートフォンを購入した。gwが明けて同じ商品を見ると、購入時に在庫の無かった色がある上、価格も少し安くなっていた。もう少し待てば良かった。,False,,,,,
足が痛くて友達に会いに行けなかったこと。,False,,,,,
トンネルの交通事故で幼児が亡くなった事,False,,,,,
楽しみにしていた飲み会がキャンセルになった。,False,,,,,
ガチャゲームで爆死したことです。,False,,,,,
居酒屋にお気に入りの時計を忘れてしまいました。取りに戻ったら無くなっていました。悲しいです。,False,,,,,
恋人が 他県にいってしまった,True,1.0,,,,WEAK
上京で地元を離れた身内がいる,True,1.0,,,,WEAK
昨年の0月に会社から一方的に解雇を言い渡された。自分なりに仕事を頑張ってきたつもりだが、納得いく説明もなく謝罪もなくただただ有無をも言わさず辞めさせられて本当に惨めで悲しくなった。,True,,1.0,,,WEAK
足が痛くて旅行に行けなかった,False,,,,,
宗教の人が、しつこい。辞めたくても辞め方の仕方が宗教のホームページに書いてない。,False,,,,,
ロシアがウクライナへ侵攻,False,,,,,
最近になって管理職としての資質に欠けるとの判断を下された。,False,,,,,
ロシア ウクライナ 戦争が終わらない,False,,,,,
フランス映画を観ていたら、エンディングが救われることなく終わってしまって悲しい気持ちのままでした。,False,,,,,
とあるブログの母親と娘さんの闘病期を読んでいると悲しくなります,False,,,,,
いい食材を手に入れたのに、料理の味付けに失敗して悲しくなった,False,,,,,
お気に入りのお茶碗を割ってしまった,False,,,,,
ロシアが戦争をしている,False,,,,,
飲み過ぎ食べ過ぎで太った。,False,,,,,
転勤が多く地元から離れて久しく、幼馴染たちが楽しく集まっていたのを後から聞くのは少し悲しかった,True,,,1.0,,WEAK
昨年三冠王となったヤクルトスワローズ村上宗隆選手がスランプなのが見ていて悲しい。他のwbc選手達が活躍しているのと比べられて余計に悲しくなる,False,,,,,
酷い扱いをうけた歯科医にトラウマがあり歯医者が怖くて行けないと愚痴を言った時に怖いという気持ちを否定されたこと,True,1.0,,,,WEAK
家で自分の意見が全く反映されなくて悲しい,True,,,1.0,,WEAK
子供が熱を出して悲しかった,False,,,,,
大きな口内炎ができて、なかなか治らないこと。,False,,,,,
近所のご主人が亡くなった,True,1.0,,,,WEAK
ゴールデンウィーク中は、特にこれといった思い出もなく過ぎ去ってしまったのが悲しい。,False,,,,,
ケーキを買いに行ったら目の前で売り切れた,False,,,,,
もうすぐ梅雨入りなので悲しい。,False,,,,,
かったばかりのスマホ液晶シートを割ってしまったこと,False,,,,,
熱を出してしまったこと,False,,,,,
長く付き合った彼氏と別れた,True,1.0,,,,WEAK
最近の物価高とそれに半比例して上がらない給料,False,,,,,
食べようと思っていたプリンが、冷蔵庫から無かったとき。,False,,,,,
子供の遊ぶボールが0個とも奪われた,False,,,,,
退職した会社で働いている夢を見た。同僚は活躍していたが、わたしは隅っこでボーといている夢だった。,True,,,1.0,,WEAK
お世話になった方が亡くなりました。,True,1.0,,,,WEAK
ゴールデンウイークに特別な行事がなかったこと,False,,,,,
ずっと見ていたyou tubeの秋田犬が死んでしまった。,True,1.0,,,,WEAK
子供の発熱で、ゴールデンウィークはほとんど外出できなかったこと。,False,,,,,
口内炎が出来て0ヶ月以上治らない,False,,,,,
遠方の両親とテレビ電話をしたとき、親の老いを感じた,False,,,,,
孫が引きこもりの傾向があるとのことで心配です,False,,,,,
大好きだった祖父が0歳でなくなりました。コロナ禍で最期までなかなか会えなかったので、悲しかったです。,True,1.0,,,,WEAK
ウクライナの戦争が終わらないこと,False,,,,,
0を過ぎ体調を崩す事か多く悲しい思いをしている。,False,,,,,
歳の近い従兄弟が急逝した事,True,1.0,,,,WEAK
たまに行く服屋が完全閉店すると言う事で新幹線で仙台に行きショッピングモールを一万歩歩いた。帰った次の日から腰が痛く通院しているが歳を感じて悲しい。,False,,,,,
病気になって仕事も出来ず好きなゴルフも出来ず悲しい,False,,,,,
ゴールデンウィークに夫の実家へ行った時、上の子がばかになったんじゃないかと言われた,False,,,,,
夫が単身赴任になってしまったこと,True,1.0,,,,WEAK
応援しているチームが連敗、大敗した時。,False,,,,,
夫が義母に辛く当たられた,False,,,,,
貯金が突如引き出しから消えた,False,,,,,
何も思い浮かばないほど悲しい事がないです。,False,,,,,
思いを分かってもらえない,False,,,,,
のんびりしに旅行に行ったのに生理になってしまって、一番楽しみにしていた温泉に入れなかったこと。,False,,,,,
今月頭いつも買っている業務用の白ごま一キロが、先月迄と比べて0円も値上がりしていたこと。,False,,,,,
パパより先にママという言葉を子供が喋った,False,,,,,
高齢者になり、いろいろな事がテキパキとできなくなってきた。,False,,,,,
つい強く言い過ぎて相手を傷つけてしまったこと。,False,,,,,
魚があまり釣れなかった,False,,,,,
仕事がうまくいかなかったとき,False,,,,,
子供が泣いているところをみた,False,,,,,
家庭菜園で育てていたイチゴが、朝起きるの赤い実がなくなっていた。ネットが開いていた。まさか取られた?,False,,,,,
パート採用がうまくいかない,True,,1.0,,,WEAK
仲良かった職場の方が辞めてしまって悲しかった。,True,1.0,,,,WEAK
お気に入りのtシャツが洗濯で色落ちした,False,,,,,
観光地でもある石川県に地震が起こってしまったこと,False,,,,,
dvd返却を忘れ、延滞料金が発生した事,False,,,,,
友人のご主人が進行したガンになったと聞いた事,False,,,,,
お金がなくて病院代を支払うことができなかったこと,False,,,,,
母親が高齢で持病などがありいつ死んでもおかしくないと言われている。母の事を思うととても悲しい,False,,,,,
彼女からの連絡がないこと,True,1.0,,,,WEAK
腰痛で医者から趣味のゴルフを禁止された事,False,,,,,
欲しい商品が売り切れていた。,False,,,,,
実母の病気に関する事で施設から電話があった,False,,,,,
お世話になった方が亡くなった,True,1.0,,,,WEAK
親しい人をがっかりさせてしまった,False,,,,,
車を運転中、横断歩道を渡ろうと待っている人がいたので、停止して渡るのを待っていたが、対向車が止まらず何台も通過していった。,False,,,,,
西武ライオンズが最近あまり勝てていないこと,False,,,,,
リストラにあって無職なのが悲しい。,True,,1.0,,,WEAK
高校時代の同級生が、がんになった,False,,,,,
義父の家で飼っている猫に嫌われたこと。,True,1.0,,,,WEAK
ご飯が炊けたと思ったら、電源を入れてなかった。,False,,,,,
東日本大震災の跡地を訪れた。0年たつてもまだまだ復興の途中だお感じた,False,,,,,
応援してる芸能人が誹謗中傷を受けていた,False,,,,,
知り合いが急に亡くなった。,True,1.0,,,,WEAK
虫歯が見つかったこと。,False,,,,,
特売品が売り切れていた,False,,,,,
ポイントカードなくした,False,,,,,
イギリスの戴冠式でダイアナ妃のことを思い出して悲しかった,True,1.0,,,,WEAK
久しぶりに会えた友人と、またしばらく会えないのが悲しい。,True,1.0,,,,WEAK
gwに仕事で遠出出来なかった。,False,,,,,
釣り竿がおれたので悲しい,False,,,,,
老人、老婆。子連れの男等からの付け回し行為,False,,,,,
親戚の方が亡くなったこと,True,1.0,,,,WEAK
父が亡くなり、ドラマで亡くなるシーンが出て来ると思い出して涙してしまう。,True,1.0,,,,STRONG
発売前から買おうと思っていたワンピースが売り切れていて買えず悲しかった。,False,,,,,
0才の我が猫が突然数日間癲癇発作を起こしたことが悲しいです。今は癲癇はしていないですが。,False,,,,,
息子が反抗的態度を取ったとき,False,,,,,
父親の体調が良くないためうまくコミュニケーションが取れないこと。,True,1.0,,,,WEAK
残業で点かれて帰ったら、ご飯は刺し身でいいよと言われた。ご飯さえ炊いていなかった。,True,1.0,,,,WEAK
育児で子どもが寝る時間が長い等でやりたいことが出来ていたけど、少しずつ出来なくなったことが悲しい,False,,,,,
新しい恋人ができたが、以前に付き合っていた恋人を思い出してしまい悲しくなるときがある。以前に付き合っていた人とは嫌いで別れたわけではないから。,True,1.0,,,,WEAK
ゴールデンウイーク中、実家に帰れると思っていたら風邪をひき大事を取って帰れなかったとき,False,,,,,
飼い猫(前の)が亡くなった時,True,1.0,,,,WEAK
健康診断の結果がよくなかった。,False,,,,,
朝起きたら寝違えていて、痛みで悲しくなった。,False,,,,,
発熱して受診できる病院を探すために何か所も電話をかけなくてはいけなかったとき、いくつかの病院にそっけない対応をされたこと。,True,,1.0,,,WEAK
後輩の親が亡くなられた。,True,1.0,,,,WEAK
面倒を見ていた部下が退職した時,True,1.0,,,,WEAK
飼っていた愛犬が亡くなりました,True,1.0,,,,WEAK
夫が私の体調不良を気遣ってくれなくて悲しい,True,1.0,,,,WEAK
マスクを外してレジャーを楽しんだら喉が痛くなった,False,,,,,
車のエアコンの修理に0万かかるとら言われた事,False,,,,,
職場で散々忠告してきたのにいまだに不手際が発生していることに悲しんでいる。,False,,,,,
大腸がんの手術を昨年五月に行いました。その後三か月ごとの検査で今のところは順調ですが常に不安です。,False,,,,,
0代の義理姉が横隔膜腫瘍が発覚。手術するも、転移が見つかり、抗がん剤治療開始で辛く悲しいです。,False,,,,,
マグカップを0年ぶりに割った。,False,,,,,
上司からの嫌がらせを人事部や部内の他の上席に訴えたが、証拠も用意していたのに何があったのかを聞いてもらえないまま部内異動で済ませて事実確認はほとんどしてくれなかったこと。,True,,1.0,,,WEAK
地震による被害を映像で見た,False,,,,,
釣りに行って大物が掛ったが針から外れて釣りあげられなかった。,False,,,,,
恩師が亡くなった。優しく見守ってくださっていたので、心に穴が空いたようで悲しい。,True,1.0,,,,WEAK
値引きされたはずの商品が、レジを通したときに値引きされず悲しかった。混んでたので、それも言えず。なおさら悲しかった。,False,,,,,
友人達と旅行に行ったが、持ち物やお小遣いの額が違い、暮らしぶりが全くちがい、悲しかった,True,,,1.0,,WEAK
可愛がってくれた叔母が亡くなった。,True,1.0,,,,WEAK
飼っていたモルモットが死んだ。,True,1.0,,,,WEAK
自分の周囲に置いておきたかった知人が離れていった時。仕方がなかったと言い聞かせてもやはり悲しい気持ちは消えなかった,True,1.0,,,,WEAK
家族が夕飯の買い物をしてきたのだが、自分の食事だけ見切り品だった。,False,,,,,
北陸の地震で被害が出ていること,False,,,,,
いつもウォーキングをしている途中で遭遇するペットが、最近元気のない事に心を痛めております。,False,,,,,
姉からlineをブロックされて一年経ちました。未だに解除してくれなくて悲しい,True,1.0,,,,WEAK
病院で働いているが、患者さんのドレーンが抜けてしまいインシデントが起こった。複数人が関与しているのに、私だけが取り沙汰されて注意を受けとてもつらくて悲しい,True,,1.0,,,WEAK
ロシアによるウクライナ侵攻から0年がたち、終わりのない出口をさまよう気持ちが心の片隅にい座っている。,False,,,,,
アイスを道路へ落としてしまいました。,False,,,,,
家族の機嫌が悪く会話が成り立たないことがあった。,False,,,,,
電気代が急に高くなりすぎて、生活費が圧迫されている。,False,,,,,
親しかった友人が病気になった,False,,,,,
久しぶりに買った菓子のサイズがすごく小さくなっていた,False,,,,,
ちょっとした不注意で、車を傷つけてしまい、自分の不注意による後悔、そして、できた車の傷とその修理代をみて悲しくなりました。,False,,,,,
ペットの熱帯魚が全部死んでしまったのでとても悲しい,True,1.0,,,,WEAK
0週間、目が見えなくなった。,False,,,,,
畳に、液体をこぼしてシミが付いてしまった。,False,,,,,
ネットで好きなアーティストのアンチを見て悲しかった,False,,,,,
0年ほど前に勤めていた会社で仲良くしていた同僚が冬休み明けに出社せず、連絡を取ったところ事故で亡くなっていたとき。,True,1.0,,,,WEAK
愛用していた時計が壊れた。,False,,,,,
身近で尊敬できる人が亡くなって悲しい。,True,1.0,,,,WEAK
地元の同級生と訣別したこと,True,1.0,,,,WEAK
現在、フリマサイト等で、要らなくなった物等を出品しているのですが、ここ0ヶ月位、商品が全く売れず悲しいです。,False,,,,,
協力者だと思ってた同僚が新人さんの味方ばかりしていた,True,1.0,,,,WEAK
父が手続きやお金に関することに非常に適当で理解してくれず、衝突した,False,,,,,
0年もの長きにわたって親しくしていた友人が亡くなった,True,1.0,,,,WEAK
gw中に帰省していた弟が、東京に戻った。,True,1.0,,,,WEAK
日々、悲しい事が多い。世の中、理不尽な事ばかりで,False,,,,,
病気がなかなか治らない,False,,,,,
一生懸命したはずの説明が理解されていなくて悲しい,True,,1.0,,,WEAK
知人が亡くなり悲しかった。,True,1.0,,,,WEAK
自分の仕事で顧客に十分なアフターフォローが出来なかったこと,False,,,,,
父の病気が悪化したこと。,False,,,,,
馴れ親しんだ長く住んだ土地から引っ越すことになりそう,False,,,,,
同僚が癌で亡くなってしまい悲しかったです。,True,1.0,,,,WEAK
母を特別養護老人ホームに入所させたとき,False,,,,,
気になってた異性が仕事をやめてしまった。,True,1.0,,,,WEAK
毒虫に刺されて腕が腫れた。,False,,,,,
父親ががんかもしれないと知ったとき,False,,,,,
私は家でハムスターを飼っているのですが、そのハムスターが突然瞼が荒れ、右横腹は毛が抜け爛れ、右手右足は痛々しい程に紅くなっており、可愛そうな程にやせ細っていました。ずっと可愛がっていただけに、とても辛そうで、悲しくなりました。しかし、動物病院に連れて行ったところ、なんとウッドチップ(床材)アレルギーだった事が判明しました。直ちに床材を排除し、代わりに床材をキッチンペーパーで代用してました。ハムスターを抱っこして薬を呑ませてやると、翌日には瞼は元通りになり、お腹も手足も嘘のように治りました。今では元のふっくらした姿に戻って一安心ですが、もう二度とあんな悲しい思いはしたくありません。,False,,,,,
会社の会長が亡くなった,True,1.0,,,,WEAK
子どもに、反抗的な言葉を言われて悲しかった。,False,,,,,
入れたばかりのお茶を誤って捨てた!,False,,,,,
これから 一緒に色々な所へ行ったり、食べに行ったりできると思っていたところ、思いもしない病気で救急入院で、亡くなってしまった主人が、かわいそうで、心にぽっかり穴が開いた状態で、これがうつ状態なのかなと思ってしまう。,True,1.0,,,,STRONG
雨の日に滑って膝を擦りむいて凄く悲しい。,False,,,,,
孫と遊んだ後のさよならの時,True,1.0,,,,WEAK
私には現在0人の子供がおりますが、0年程前に双子が授かったのですが母胎が危ない状態になり医師から早めに諦めるように説得されおろすことなった事が人生で0番悲しく辛いく子供たちに申し訳ないという気持ちと私が死ぬまで忘れないでいることです。,True,1.0,,,,WEAK
0年交通事故にあった事や怪我をした事です。,False,,,,,
最近、昔からの友人が亡くなった。次は自分かと思うと悲しくなる。,True,,,1.0,,WEAK
定年退職された元同僚が0月と0月に相次いで亡くなられた,True,1.0,,,,WEAK
飼ってたペットが亡くなった,True,1.0,,,,WEAK
マンションの上層階に住む住人がベランダから腕を出して雑巾を絞っていた。ウチのベランダに汚水が滴り、怒りもあったが、どんな感覚でやってるんだろう?と思うと悲しくなった。,False,,,,,
応援しているサッカーチームが負け続けている。,False,,,,,
こどもが本命の大学に落ちてしまったこと,False,,,,,
親戚の叔父さん叔母さんが相次いで亡くなった,True,1.0,,,,WEAK
預かっていたネコどのお別れ,True,1.0,,,,WEAK
義理の祖父が亡くなった事,True,1.0,,,,WEAK
バイトの面接を受けて不採用だったこと,True,,1.0,,,WEAK
gwさいしゅに雨が降り、悲しい。,False,,,,,
韓国アイドルの自殺のニュースを見た。,True,1.0,,,,WEAK
gw中に石川県で大きい地震が起きたこと,False,,,,,
長年愛用していた時計が壊れてしまって、悲しい思いをした。,False,,,,,
可愛いペットが亡くなったとき,True,1.0,,,,WEAK
スポーツ少年団で教え子が辞めてしまった,False,,,,,
長い期間やり続けてたゲームが終わったこと,False,,,,,
緊急病院に行ったら診察料めちゃ高かった,False,,,,,
息子に約束を破られた。,True,1.0,,,,WEAK
長年(0年)使っていたオーブンレンジが壊れてしまったこと。,False,,,,,
映画やドラマを見ていて、話の筋を負うのが難しくなってきた,False,,,,,
恋愛でなかなか上手くいかず悲しかった。,True,1.0,,,,WEAK
ステージ0の肺がんで自宅療養していた父が亡くなりました。存命中は会うと喧嘩ばかりだったので、もっと出来たことがあったのではないかと悲しい気持ちになります。,True,1.0,,,,WEAK
ちょうど去年の今頃飼っていた愛猫が亡くなったので、0周年ということもあり、元気だった頃に撮っていた動画を観ていたら悲しい気持ちになった。,True,1.0,,,,WEAK
大事にしてたものを落として壊した,False,,,,,
がんばって仕事をしても評価されなくて悲しい,True,,,1.0,,WEAK
欲しいものが売り切れだった,False,,,,,
うつ状態になってしまったこと,False,,,,,
パソコンの周辺機器のプリンターが故障していたこと。痛い出費になりそうでとても悲しい。,False,,,,,
ガソリン代の高騰(0ヶ月で0リットル当たり0円値上がりとはひどすぎる),False,,,,,
